grouping,combinedName,nonPersonAuthor,Sex,authorBirthYear
903,Sophie Boswell,0,female,1941
904,Sophocles,0,male,0
905,Spike Milligan,0,male,1918
906,Erica Spindler,0,female,1957
907,Sporting News,1,null,
908,Stan Berenstain,0,male,1923
909,Stanley Crawford,0,male,1937
910,Stanley Newman,0,male,1952
911,Stef Penney,0,female,1969
912,Stephanie Claire,0,female,
913,Stephanie Tolan,0,female,1942
914,Stephanie Weeks,0,female,
915,Stephen Clarke,0,male,1958
916,Stephen King,0,female,1947
917,Stephen King,0,female,1947
918,Stephenie Meyer,0,female,1973
919,Steve Martini,0,male,1946
920,Steven Tyler,0,male,
921,Stieg Larsson,0,male,1954
922,Stieg Larsson,0,male,1954
923,Stratemeyer Literary Syndicate,1,null,
924,Stuart M. Kaminsky,0,male,1934
925,Stuart Shotwell,0,male,
926,Stuart Shotwell,0,male,
927,Stuart Woods,0,male,1938
928,Sue Grafton,0,female,1940
929,Sue Harrison,0,female,1950
930,Sue Henry,0,female,1940
931,Sue Stanton,0,female,1952
932,Sunset Book Editors,1,null,
933,Sunset Books,1,null,
934,Susan Au,0,female,
935,Susan Hayward,0,female,1945
936,Susan L Reynolds,0,female,
937,Susan Mallery,0,female,1970
938,Susan Mallery,0,female,1970
939,Susan Sly,0,female,
940,Suzanne Collins,0,female,1962
941,Suzanne Francis,0,female,1959
942,Suzanne Selfors,0,female,1963
943,Suzanne Tate,0,female,1930
944,Suzy Kline,0,female,1943
945,Suzy Kline,0,female,1943
946,Svetlana Alexievich,0,female,1948
947,Swami Muktananda,0,male,1908
948,Swami Prabhavananda,0,male,1893
948,Christopher Isherwood,0,male,1904
949,Tariq Ali,0,male,1943
950,Taryn Souders,0,female,
951,Ted Dekker,0,male,1962
952,Teddy Slater,0,female,
953,Terry Harknett,0,male,1936
954,Tess Gerritsen,0,female,1953
955,Tess Gerritsen,0,female,1953
956,The Clever Factory,1,null,
957,The Editors of Eastman Kodak Company,1,null,
958,Thomas L. Friedman,0,male,1953
959,Thomas Macri,0,male,
960,Thomas Mann,0,male,1875
961,Thomas Nelson,1,null,
962,Thomas Orton,0,male,
963,Tim Federle,0,male,1980
964,Tim Schenck,0,male,
965,Tim Wu,0,male,1972
966,Todd Strasser,0,male,1950
967,Tom Clancy,0,male,1947
968,Tom Clancy,0,male,1947
969,Tom Clancy,0,male,1947
970,Tom Clancy,0,male,1947
971,Tom McAllister,0,male,1982
972,Tomie DePaola,0,male,1934
973,Tori Haring-Smith,0,female,
974,Tosha Silver,0,female,
975,Tracey West,0,female,1965
976,Trish Hart,0,female,1956
977,Umberto Saba,0,male,1883
978,unknown,1,null,
979,V. S. Naipaul,0,male,1932
980,Valentine M. Moghadam,0,female,1952
981,Valerie Tripp,0,female,1951
982,Vera B Williams,0,female,1927
983,Veronica Roth,0,female,1988
984,Vicki Lansky,0,female,1942
985,Vince Lombardi,0,male,1913
986,Virginia Henley,0,female,1935
987,Virginia Reynolds,0,female,
988,W. P. Kinsella,0,male,1935
989,W. Somerset Maugham,0,male,1874
990,W. Somerset Maugham,0,male,1874
991,W.E.B. Griffin,0,male,1929
992,Waldock,0,male,1898
993,Wallace Stegner,0,male,1909
994,Wally Lamb,0,male,1950
995,Walter Farley,0,male,1915
996,Walter M. Miller Jr.,0,male,1923
997,Walter Wick,0,male,1953
998,Ward Just,0,male,1935
999,Watson-Guptill,1,null,
1000,Watty Piper,0,male,1888
1001,Wendy Mass,0,female,1967
1002,Wendy Mass,0,female,1967
1003,Wendy R. Sherman,0,female,1949
1004,Wilbur Smith,0,male,1933
1005,William Joyce,0,male,1957
1006,William L. Ury,0,male,1953
1007,William Manchester,0,male,1922
1008,William P. Young,0,male,1955
1009,William Sears,0,male,1939
1010,Yaa Gyasi,0,female,1989
1011,Yanik Silver,0,male,
1012,Yann Martel,0,male,1963
1013,Zane Grey,0,male,1872
