https://www.goodreads.com/list/show/96282._ReadPOC_List_of_Romance_Books_by_Authors_of_Color,,,,,
title,author,author_url,rating,voters_count,url
,,,,,
"Sweet Whispers, Brother Rush",Virginia Hamilton,https://www.goodreads.com/author/show/24588.Virginia_Hamilton,3.6,815,https://goodreads.com/book/show/741522.Sweet_Whispers_Brother_Rush
,,,,,
Solee (Electric Literature's Recommended Reading Book 273),Crystal Hana Kim,https://www.goodreads.com/author/show/16722289.Crystal_Hana_Kim,5,4,https://goodreads.com/book/show/38928282-solee
,,,,,
There Is No Right Way to Meditate: And Other Lessons,Yumi Sakugawa,https://www.goodreads.com/author/show/7195747.Yumi_Sakugawa,4.33,520,https://goodreads.com/book/show/26450662-there-is-no-right-way-to-meditate
,,,,,
The Pursuit of Happyness,Chris Gardner,https://www.goodreads.com/author/show/7127.Chris_Gardner,4.2,22212,https://goodreads.com/book/show/10907.The_Pursuit_of_Happyness
,,,,,
"The Girl from the Well (The Girl from the Well, #1)",Rin Chupeco,https://www.goodreads.com/author/show/7055613.Rin_Chupeco,3.79,7630,https://goodreads.com/book/show/18509623-the-girl-from-the-well
,,,,,
"Gmorning, Gnight!: Little Pep Talks for Me & You",Lin-Manuel Miranda,https://www.goodreads.com/author/show/5725556.Lin_Manuel_Miranda,4.33,15823,https://goodreads.com/book/show/40854717-gmorning-gnight
,,,,,
The Joy Luck Club,Amy Tan,https://www.goodreads.com/author/show/5246.Amy_Tan,3.93,588611,https://goodreads.com/book/show/7763.The_Joy_Luck_Club
,,,,,
A is for Ayiti,Ibi Zoboi,https://www.goodreads.com/author/show/5241080.Ibi_Zoboi,5,4,https://goodreads.com/book/show/19705957-a-is-for-ayiti
,,,,,
"The Countess Conspiracy (Brothers Sinister, #3)",Courtney Milan,https://www.goodreads.com/author/show/2906892.Courtney_Milan,3.93,9202,https://goodreads.com/book/show/13489925-the-countess-conspiracy
,,,,,
The Only Thing to Fear,Caroline Tung Richmond,https://www.goodreads.com/author/show/7158157.Caroline_Tung_Richmond,3.83,1723,https://goodreads.com/book/show/18152063-the-only-thing-to-fear
,,,,,
The Sailor Who Fell from Grace with the Sea,Yukio Mishima,https://www.goodreads.com/author/show/35258.Yukio_Mishima,3.89,18864,https://goodreads.com/book/show/162332.The_Sailor_Who_Fell_from_Grace_with_the_Sea
,,,,,
Cosmic Callisto Caprica & The Missing Rings Of Saturn,Sophia Chester,https://www.goodreads.com/author/show/14845376.Sophia_Chester,4.12,26,https://goodreads.com/book/show/29355161-cosmic-callisto-caprica-the-missing-rings-of-saturn
,,,,,
Maru,Bessie Head,https://www.goodreads.com/author/show/15900.Bessie_Head,3.79,1081,https://goodreads.com/book/show/20737914-maru
,,,,,
Crazy Brave,Joy Harjo,https://www.goodreads.com/author/show/267.Joy_Harjo,4.16,2861,https://goodreads.com/book/show/16241171-crazy-brave
,,,,,
Allegedly,Tiffany D. Jackson,https://www.goodreads.com/author/show/15119254.Tiffany_D_Jackson,4.09,15628,https://goodreads.com/book/show/30037870-allegedly
,,,,,
Memories of a Rolling Stone,Vina Mazumdar,https://www.goodreads.com/author/show/4002834.Vina_Mazumdar,4.29,7,https://goodreads.com/book/show/18751944-memories-of-a-rolling-stone
,,,,,
Scam: How the Black Leadership Exploits Black America,Jesse Lee Peterson,https://www.goodreads.com/author/show/81646.Jesse_Lee_Peterson,3.94,71,https://goodreads.com/book/show/141590.Scam
,,,,,
"Patternmaster (Patternmaster, #4)",Octavia E. Butler,https://www.goodreads.com/author/show/29535.Octavia_E_Butler,4.01,5468,https://goodreads.com/book/show/116256.Patternmaster
,,,,,
Surface of the Deep: Searching for Booker Wright and Finding Redemption Along the Way,Yvette Johnson,https://www.goodreads.com/author/show/3475298.Yvette_Johnson,4.15,155,https://goodreads.com/book/show/27221921-surface-of-the-deep
,,,,,
Between Each Line of Pain and Glory: My Life Story,Gladys Knight,https://www.goodreads.com/author/show/527516.Gladys_Knight,3.99,105,https://goodreads.com/book/show/1061721.Between_Each_Line_of_Pain_and_Glory
,,,,,
Assata: An Autobiography,Assata Shakur,https://www.goodreads.com/author/show/57925.Assata_Shakur,4.52,16381,https://goodreads.com/book/show/100322.Assata
,,,,,
They Think You're Stupid: Why Democrats Lost Your Vote and What Republicans Must Do to Keep It,Herman Cain,https://www.goodreads.com/author/show/147671.Herman_Cain,3.59,29,https://goodreads.com/book/show/252752.They_Think_You_re_Stupid
,,,,,
The Gilda Stories,Jewelle L. Gómez,https://www.goodreads.com/author/show/109823.Jewelle_L_G_mez,3.98,1624,https://goodreads.com/book/show/23400757-the-gilda-stories
,,,,,
Up from Slavery,Booker T. Washington,https://www.goodreads.com/author/show/84278.Booker_T_Washington,4.11,23538,https://goodreads.com/book/show/827685.Up_from_Slavery
,,,,,
Wild Beauty: New and Selected Poems,Ntozake Shange,https://www.goodreads.com/author/show/32677.Ntozake_Shange,4.11,140,https://goodreads.com/book/show/34466877-wild-beauty
,,,,,
Charlie Chan: The Untold Story of the Honorable Detective and His Rendezvous With American History,Yunte Huang,https://www.goodreads.com/author/show/745790.Yunte_Huang,3.72,462,https://goodreads.com/book/show/7884913-charlie-chan
,,,,,
"Clay's Ark (Patternmaster, #3)",Octavia E. Butler,https://www.goodreads.com/author/show/29535.Octavia_E_Butler,3.83,5719,https://goodreads.com/book/show/60933.Clay_s_Ark
,,,,,
The Woman Warrior,Maxine Hong Kingston,https://www.goodreads.com/author/show/17290.Maxine_Hong_Kingston,3.73,24226,https://goodreads.com/book/show/30852.The_Woman_Warrior
,,,,,
Itch Like Crazy,Wendy Rose,https://www.goodreads.com/author/show/193645.Wendy_Rose,3.67,15,https://goodreads.com/book/show/654003.Itch_Like_Crazy
,,,,,
Rebel Seed,Eugenie Laverne Mitchell,https://www.goodreads.com/author/show/7339142.Eugenie_Laverne_Mitchell,4.22,23,https://goodreads.com/book/show/26230662-rebel-seed
,,,,,
The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,Simon Singh,https://www.goodreads.com/author/show/10894.Simon_Singh,4.3,20752,https://goodreads.com/book/show/17994.The_Code_Book
,,,,,
The Emperor of All Maladies: A Biography of Cancer,Siddhartha Mukherjee,https://www.goodreads.com/author/show/3032451.Siddhartha_Mukherjee,4.31,76048,https://goodreads.com/book/show/7170627-the-emperor-of-all-maladies
,,,,,
Difficult Women,Roxane Gay,https://www.goodreads.com/author/show/3360355.Roxane_Gay,3.98,21766,https://goodreads.com/book/show/28818921-difficult-women
,,,,,
If You Leave Me,Crystal Hana Kim,https://www.goodreads.com/author/show/16722289.Crystal_Hana_Kim,3.67,2883,https://goodreads.com/book/show/34858106-if-you-leave-me
,,,,,
"Policing the Black Man: Arrest, Prosecution, and Imprisonment",Angela J. Davis,https://www.goodreads.com/author/show/129694.Angela_J_Davis,4.2,384,https://goodreads.com/book/show/35487196-policing-the-black-man
,,,,,
"Brit(ish): On Race, Identity and Belonging",Afua Hirsch,https://www.goodreads.com/author/show/16147204.Afua_Hirsch,4.28,1560,https://goodreads.com/book/show/36619833-brit-ish
,,,,,
"Going to the Mountain: Life Lessons from My Grandfather, Nelson Mandela",Ndaba Mandela,https://www.goodreads.com/author/show/10811372.Ndaba_Mandela,4.03,327,https://goodreads.com/book/show/39864206-going-to-the-mountain
,,,,,
Corregidora,Gayl Jones,https://www.goodreads.com/author/show/51895.Gayl_Jones,3.91,2487,https://goodreads.com/book/show/530773.Corregidora
,,,,,
The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,https://www.goodreads.com/author/show/6356.Barack_Obama,3.77,135260,https://goodreads.com/book/show/1120650.The_Audacity_of_Hope
,,,,,
An Unkindness of Ghosts,Rivers Solomon,https://www.goodreads.com/author/show/16488815.Rivers_Solomon,4,7920,https://goodreads.com/book/show/34381254-an-unkindness-of-ghosts
,,,,,
Bright Lines,Tanwi Nandini Islam,https://www.goodreads.com/author/show/9762047.Tanwi_Nandini_Islam,3.59,1179,https://goodreads.com/book/show/23398905-bright-lines
,,,,,
Escape from Slavery: The True Story of My Ten Years in Captivity--and My Journey to Freedom in America,Francis Bok,https://www.goodreads.com/author/show/59693.Francis_Bok,4.1,583,https://goodreads.com/book/show/8299790-escape-from-slavery
,,,,,
Paradise of the Blind,Dương Thu Hương,https://www.goodreads.com/author/show/4422741.D_ng_Thu_H_ng,3.74,1879,https://goodreads.com/book/show/2503899.Paradise_of_the_Blind
,,,,,
Zeroboxer,Fonda Lee,https://www.goodreads.com/author/show/7705004.Fonda_Lee,3.67,1125,https://goodreads.com/book/show/20320562-zeroboxer
,,,,,
Half World,Hiromi Goto,https://www.goodreads.com/author/show/87495.Hiromi_Goto,3.64,1434,https://goodreads.com/book/show/6289599-half-world
,,,,,
Tell-Tale Brain Tales of the Unexpected from Inside Your Mind,V.S. Ramachandran,https://www.goodreads.com/author/show/17674.V_S_Ramachandran,4.14,9325,https://goodreads.com/book/show/12014762-tell-tale-brain-tales-of-the-unexpected-from-inside-your-mind
,,,,,
The Brief Wondrous Life of Oscar Wao,Junot Díaz,https://www.goodreads.com/author/show/55215.Junot_D_az,3.9,225854,https://goodreads.com/book/show/297673.The_Brief_Wondrous_Life_of_Oscar_Wao
,,,,,
The Crossover,Kwame Alexander,https://www.goodreads.com/author/show/326609.Kwame_Alexander,4.27,39637,https://goodreads.com/book/show/18263725-the-crossover
,,,,,
Epitaph of a Small Winner,Machado de Assis,https://www.goodreads.com/author/show/22458.Machado_de_Assis,4.25,16619,https://goodreads.com/book/show/2183511.Epitaph_of_a_Small_Winner
,,,,,
"Stealing Snow (Stealing Snow, #1)",Danielle  Paige,https://www.goodreads.com/author/show/7305254.Danielle_Paige,3.18,5777,https://goodreads.com/book/show/28260524-stealing-snow
,,,,,
Ghosts in the Schoolyard: Racism and School Closings on Chicago's South Side,Eve L. Ewing,https://www.goodreads.com/author/show/16390753.Eve_L_Ewing,4.44,1195,https://goodreads.com/book/show/38923643-ghosts-in-the-schoolyard
,,,,,
Zong!,M. NourbeSe Philip,https://www.goodreads.com/author/show/636238.M_NourbeSe_Philip,4.11,781,https://goodreads.com/book/show/11237119-zong
,,,,,
Never Let Me Go,Kazuo Ishiguro,https://www.goodreads.com/author/show/4280.Kazuo_Ishiguro,3.82,449082,https://goodreads.com/book/show/6334.Never_Let_Me_Go
,,,,,
Between the World and Me,Ta-Nehisi Coates,https://www.goodreads.com/author/show/1214964.Ta_Nehisi_Coates,4.39,197934,https://goodreads.com/book/show/25489625-between-the-world-and-me
,,,,,
The Myth of the Holy Cow,D.N. Jha,https://www.goodreads.com/author/show/14610549.D_N_Jha,3.75,182,https://goodreads.com/book/show/3863.The_Myth_of_the_Holy_Cow
,,,,,
Half of a Yellow Sun,Chimamanda Ngozi Adichie,https://www.goodreads.com/author/show/11291.Chimamanda_Ngozi_Adichie,4.33,96088,https://goodreads.com/book/show/1102113.Half_of_a_Yellow_Sun
,,,,,
Born on a Tuesday,Elnathan John,https://www.goodreads.com/author/show/13558525.Elnathan_John,4.01,979,https://goodreads.com/book/show/29070621-born-on-a-tuesday
,,,,,
Every Last Breath (Final Hour #1),Juno Rushdan,https://www.goodreads.com/author/show/18215357.Juno_Rushdan,3.91,516,https://goodreads.com/book/show/40876589-every-last-breath
,,,,,
Onkalo,Bernice Chauly,https://www.goodreads.com/author/show/3126528.Bernice_Chauly,3.42,12,https://goodreads.com/book/show/19265907-onkalo
,,,,,
Sing A New Song,Michelle Lindo-Rice,https://www.goodreads.com/author/show/6462639.Michelle_Lindo_Rice,4.39,92,https://goodreads.com/book/show/24870001-sing-a-new-song
,,,,,
The Summer Prince,Alaya Dawn Johnson,https://www.goodreads.com/author/show/546427.Alaya_Dawn_Johnson,3.59,4484,https://goodreads.com/book/show/13453104-the-summer-prince
,,,,,
The Woman from Tantoura,Radwa Ashour,https://www.goodreads.com/author/show/1424397.Radwa_Ashour,4.32,21016,https://goodreads.com/book/show/17678418-the-woman-from-tantoura
,,,,,
Uprising: Who the Hell Said You Can't Ditch and Switch -- The Awakening of Diamond and Silk,Diamond and Silk,https://www.goodreads.com/author/show/20104755.Diamond_and_Silk,0,0,https://goodreads.com/book/show/49149077-uprising
,,,,,
Untouchable God,Kancha Ilaiah,https://www.goodreads.com/author/show/595718.Kancha_Ilaiah,4.11,19,https://goodreads.com/book/show/17656188-untouchable-god
,,,,,
Fledgling,Octavia E. Butler,https://www.goodreads.com/author/show/29535.Octavia_E_Butler,3.86,18925,https://goodreads.com/book/show/10033611-fledgling
,,,,,
Babel-17,Samuel R. Delany,https://www.goodreads.com/author/show/49111.Samuel_R_Delany,3.76,11878,https://goodreads.com/book/show/1128148.Babel_17
,,,,,
My Father Baliah,Y.B. Satyanarayana,https://www.goodreads.com/author/show/7599400.Y_B_Satyanarayana,4.24,299,https://goodreads.com/book/show/19655124-my-father-baliah
,,,,,
The Weight of Our Sky,Hanna Alkaf,https://www.goodreads.com/author/show/15075747.Hanna_Alkaf,4.23,1936,https://goodreads.com/book/show/35614314-the-weight-of-our-sky
,,,,,
"The Tiger's Daughter (Their Bright Ascendency, #1)",K. Arsenault Rivera,https://www.goodreads.com/author/show/15144005.K_Arsenault_Rivera,3.82,2491,https://goodreads.com/book/show/29760778-the-tiger-s-daughter
,,,,,
Slumdog Millionaire,Vikas Swarup,https://www.goodreads.com/author/show/36667.Vikas_Swarup,4,29679,https://goodreads.com/book/show/6058070-slumdog-millionaire
,,,,,
"Drawn (Terra Sempre Saga, #1)",Chris  Ledbetter,https://www.goodreads.com/author/show/6926810.Chris_Ledbetter,4.12,74,https://goodreads.com/book/show/23842764-drawn
,,,,,
The Shadow Speaker,Nnedi Okorafor,https://www.goodreads.com/author/show/588356.Nnedi_Okorafor,3.97,1086,https://goodreads.com/book/show/1212627.The_Shadow_Speaker
,,,,,
"Adulthood Rites (Xenogenesis, #2)",Octavia E. Butler,https://www.goodreads.com/author/show/29535.Octavia_E_Butler,4.16,12395,https://goodreads.com/book/show/19105727-adulthood-rites
,,,,,
M.I.A.,Mathangi Maya Arulpragasam,https://www.goodreads.com/author/show/7636460.Mathangi_Maya_Arulpragasam,4.39,62,https://goodreads.com/book/show/13573149-m-i-a
,,,,,
Almanac of the Dead,Leslie Marmon Silko,https://www.goodreads.com/author/show/29581.Leslie_Marmon_Silko,3.95,2516,https://goodreads.com/book/show/52385.Almanac_of_the_Dead
,,,,,
"Pimps, Whores and Welfare Brats: From Welfare Cheat to Conservative Messenger",Star Parker,https://www.goodreads.com/author/show/54480.Star_Parker,3.47,66,https://goodreads.com/book/show/94740.Pimps_Whores_and_Welfare_Brats
,,,,,
Giovanni’s Room,James Baldwin,https://www.goodreads.com/author/show/10427.James_Baldwin,4.24,54570,https://goodreads.com/book/show/38462.Giovanni_s_Room
,,,,,
The Big Lie: Exposing the Nazi Roots of the American Left,Dinesh D'Souza,https://www.goodreads.com/author/show/3545.Dinesh_D_Souza,4.28,1475,https://goodreads.com/book/show/35092275-the-big-lie
,,,,,
The Unexpected Inheritance of Inspector Chopra (Baby Ganesh Agency Investigation #1),Vaseem Khan,https://www.goodreads.com/author/show/13340713.Vaseem_Khan,3.75,5916,https://goodreads.com/book/show/24717411-the-unexpected-inheritance-of-inspector-chopra
,,,,,
Climbing the Stairs,Padma Venkatraman,https://www.goodreads.com/author/show/895265.Padma_Venkatraman,3.88,2979,https://goodreads.com/book/show/2011854.Climbing_the_Stairs
,,,,,
It's OK to Leave the Plantation : The New Underground Railroad,Clarence Mason Weaver,https://www.goodreads.com/author/show/260708.Clarence_Mason_Weaver,4.03,37,https://goodreads.com/book/show/465059.It_s_OK_to_Leave_the_Plantation_
,,,,,
Selected Poems,Langston Hughes,https://www.goodreads.com/author/show/36910.Langston_Hughes,4.31,6552,https://goodreads.com/book/show/65335.Selected_Poems
,,,,,
Shadow Tag,Louise Erdrich,https://www.goodreads.com/author/show/9388.Louise_Erdrich,3.39,6471,https://goodreads.com/book/show/6673172-shadow-tag
,,,,,
The Buried Giant,Kazuo Ishiguro,https://www.goodreads.com/author/show/4280.Kazuo_Ishiguro,3.51,67897,https://goodreads.com/book/show/23216043-the-buried-giant
,,,,,
The Country Under My Skin: A Memoir of Love and War,Gioconda Belli,https://www.goodreads.com/author/show/34329.Gioconda_Belli,4.19,1982,https://goodreads.com/book/show/61030.The_Country_Under_My_Skin
,,,,,
"Ghost Girl in the Corner (Shadowshaper, #1.5)",Daniel José Older,https://www.goodreads.com/author/show/5137530.Daniel_Jos_Older,4.29,436,https://goodreads.com/book/show/33151756-ghost-girl-in-the-corner
,,,,,
How to Write an Autobiographical Novel: Essays,Alexander Chee,https://www.goodreads.com/author/show/158735.Alexander_Chee,4.44,5311,https://goodreads.com/book/show/35721123-how-to-write-an-autobiographical-novel
,,,,,
Esperanza Rising,Pam Muñoz Ryan,https://www.goodreads.com/author/show/1244538.Pam_Mu_oz_Ryan,3.98,68667,https://goodreads.com/book/show/89763.Esperanza_Rising
,,,,,
Tall Story,Candy Gourlay,https://www.goodreads.com/author/show/3146975.Candy_Gourlay,3.94,1775,https://goodreads.com/book/show/16141307-tall-story
,,,,,
Written in the Stars,Aisha Saeed,https://www.goodreads.com/author/show/8106586.Aisha_Saeed,3.97,5866,https://goodreads.com/book/show/21793649-written-in-the-stars
,,,,,
"The House of Shattered Wings (Dominion of the Fallen, #1)",Aliette de Bodard,https://www.goodreads.com/author/show/2918731.Aliette_de_Bodard,3.4,3395,https://goodreads.com/book/show/23601046-the-house-of-shattered-wings
,,,,,
Mambo in Chinatown,Jean Kwok,https://www.goodreads.com/author/show/3246397.Jean_Kwok,3.73,4191,https://goodreads.com/book/show/18693922-mambo-in-chinatown
,,,,,
Saints and Misfits,S.K. Ali,https://www.goodreads.com/author/show/15615126.S_K_Ali,3.8,5069,https://goodreads.com/book/show/34200228-saints-and-misfits
,,,,,
"The Making of Isaac Hunt (Isaac Hunt, #1)",Linda Leigh Hargrove,https://www.goodreads.com/author/show/714410.Linda_Leigh_Hargrove,3.78,40,https://goodreads.com/book/show/1532355.The_Making_of_Isaac_Hunt
,,,,,
"Bruja Born (Brooklyn Brujas, #2)",Zoraida Córdova,https://www.goodreads.com/author/show/4824952.Zoraida_C_rdova,4.03,2018,https://goodreads.com/book/show/33918887-bruja-born
,,,,,
Why I Am Not a Hindu,Kancha Ilaiah Shepherd,https://www.goodreads.com/author/show/18467953.Kancha_Ilaiah_Shepherd,3.81,352,https://goodreads.com/book/show/1230699.Why_I_Am_Not_a_Hindu
,,,,,
Girls Burn Brighter,Shobha   Rao,https://www.goodreads.com/author/show/7085305.Shobha_Rao,3.77,18161,https://goodreads.com/book/show/34275212-girls-burn-brighter
,,,,,
"The Dark Forest (Remembrance of Earth’s Past, #2)",Liu Cixin,https://www.goodreads.com/author/show/5780686.Liu_Cixin,4.41,57385,https://goodreads.com/book/show/23168817-the-dark-forest
,,,,,
"No Love Allowed (Dodge Cove, #1)",Kate Evangelista,https://www.goodreads.com/author/show/5752810.Kate_Evangelista,3.55,1366,https://goodreads.com/book/show/23288804-no-love-allowed
,,,,,
The Night Wanderer,Drew Hayden Taylor,https://www.goodreads.com/author/show/136759.Drew_Hayden_Taylor,3.43,471,https://goodreads.com/book/show/1190695.The_Night_Wanderer
,,,,,
"Happiness, Like Water: Stories",Chinelo Okparanta,https://www.goodreads.com/author/show/6464662.Chinelo_Okparanta,4.03,1281,https://goodreads.com/book/show/18708357-happiness-like-water
,,,,,
The Marriage Bureau for Rich People,Farahad Zama,https://www.goodreads.com/author/show/2064510.Farahad_Zama,3.63,4051,https://goodreads.com/book/show/5833419-the-marriage-bureau-for-rich-people
,,,,,
Swimmer Among the Stars: Stories,Kanishk Tharoor,https://www.goodreads.com/author/show/14826773.Kanishk_Tharoor,3.77,888,https://goodreads.com/book/show/28432352-swimmer-among-the-stars
,,,,,
One Child: The Story of China's Most Radical Experiment,Mei Fong,https://www.goodreads.com/author/show/10688400.Mei_Fong,3.93,2316,https://goodreads.com/book/show/28590990-one-child
,,,,,
High-rise Mystery,Sharna Jackson,https://www.goodreads.com/author/show/8530769.Sharna_Jackson,4.07,219,https://goodreads.com/book/show/42777875-high-rise-mystery
,,,,,
In Mad Love and War,Joy Harjo,https://www.goodreads.com/author/show/267.Joy_Harjo,4.23,588,https://goodreads.com/book/show/780823.In_Mad_Love_and_War
,,,,,
"Checkmate (Noughts & Crosses, #3)",Malorie Blackman,https://www.goodreads.com/author/show/172977.Malorie_Blackman,4.19,14110,https://goodreads.com/book/show/300045.Checkmate
,,,,,
"To Sir, With Love",E.R. Braithwaite,https://www.goodreads.com/author/show/39481.E_R_Braithwaite,4.17,11693,https://goodreads.com/book/show/895163.To_Sir_With_Love
,,,,,
Be the People: A Call to Reclaim America's Faith and Promise,Carol M. Swain,https://www.goodreads.com/author/show/109336.Carol_M_Swain,3.64,42,https://goodreads.com/book/show/11363431-be-the-people
,,,,,
Rise: In Defense of Judeo-Christian Values and Freedom,Brigitte Gabriel,https://www.goodreads.com/author/show/44377.Brigitte_Gabriel,4.38,50,https://goodreads.com/book/show/40539557-rise
,,,,,
The Ballad of Black Tom,Victor LaValle,https://www.goodreads.com/author/show/1762294.Victor_LaValle,3.89,12580,https://goodreads.com/book/show/26883558-the-ballad-of-black-tom
,,,,,
Empress,Shan Sa,https://www.goodreads.com/author/show/53024.Shan_Sa,3.69,5670,https://goodreads.com/book/show/815786.Empress
,,,,,
"Not Your Sidekick (Sidekick Squad, #1)",C.B. Lee,https://www.goodreads.com/author/show/11230592.C_B_Lee,3.91,5525,https://goodreads.com/book/show/29904219-not-your-sidekick
,,,,,
Salsa Nocturna: Stories (Bone Street Rumba #2.5),Daniel José Older,https://www.goodreads.com/author/show/5137530.Daniel_Jos_Older,4.27,609,https://goodreads.com/book/show/13568836-salsa-nocturna
,,,,,
Please Stop Helping Us: How Liberals Make It Harder for Blacks to Succeed,Jason L. Riley,https://www.goodreads.com/author/show/1376565.Jason_L_Riley,4.18,982,https://goodreads.com/book/show/18406408-please-stop-helping-us
,,,,,
"Three Dark Crowns (Three Dark Crowns, #1)",Kendare Blake,https://www.goodreads.com/author/show/4086715.Kendare_Blake,3.86,70718,https://goodreads.com/book/show/23207027-three-dark-crowns
,,,,,
The Girl Who Played Go,Shan Sa,https://www.goodreads.com/author/show/53024.Shan_Sa,3.77,4331,https://goodreads.com/book/show/92315.The_Girl_Who_Played_Go
,,,,,
"The Gilded Wolves (The Gilded Wolves, #1)",Roshani Chokshi,https://www.goodreads.com/author/show/13695109.Roshani_Chokshi,3.66,15653,https://goodreads.com/book/show/39863498-the-gilded-wolves
,,,,,
"The Wedding Date (The Wedding Date, #1)",Jasmine Guillory,https://www.goodreads.com/author/show/16287225.Jasmine_Guillory,3.56,62788,https://goodreads.com/book/show/33815781-the-wedding-date
,,,,,
"These Vicious Masks (These Vicious Masks, #1)",Tarun Shanker,https://www.goodreads.com/author/show/10811406.Tarun_Shanker,3.65,4733,https://goodreads.com/book/show/23688792-these-vicious-masks
,,,,,
No Onions Nor Garlic,Srividya Natarajan,https://www.goodreads.com/author/show/930069.Srividya_Natarajan,3.42,192,https://goodreads.com/book/show/2046181.No_Onions_Nor_Garlic
,,,,,
The New Negro: The Life of Alain Locke,Jeffrey C. Stewart,https://www.goodreads.com/author/show/159846.Jeffrey_C_Stewart,4.01,139,https://goodreads.com/book/show/34757392-the-new-negro
,,,,,
"Radio Silence (Off the Grid, #1)",Alyssa Cole,https://www.goodreads.com/author/show/7790155.Alyssa_Cole,3.64,1172,https://goodreads.com/book/show/23500162-radio-silence
,,,,,
"The Third Eye (The Tara Trilogy, #1)",Mahtab Narsimhan,https://www.goodreads.com/author/show/691802.Mahtab_Narsimhan,3.68,182,https://goodreads.com/book/show/1477586.The_Third_Eye
,,,,,
Gods of Jade and Shadow,Silvia Moreno-Garcia,https://www.goodreads.com/author/show/4088550.Silvia_Moreno_Garcia,3.9,15990,https://goodreads.com/book/show/36510722-gods-of-jade-and-shadow
,,,,,
Annihilation of Caste,B.R. Ambedkar,https://www.goodreads.com/author/show/618535.B_R_Ambedkar,4.59,3385,https://goodreads.com/book/show/22551905-annihilation-of-caste
,,,,,
Family Trust,Kathy Wang,https://www.goodreads.com/author/show/5009770.Kathy_Wang,3.23,5239,https://goodreads.com/book/show/38359019-family-trust
,,,,,
Autobiography of My Mother,Jamaica Kincaid,https://www.goodreads.com/author/show/39237.Jamaica_Kincaid,3.73,3114,https://goodreads.com/book/show/1170366.Autobiography_of_My_Mother
,,,,,
"Silver Phoenix (Kingdom of Xia, #1)",Cindy Pon,https://www.goodreads.com/author/show/2471183.Cindy_Pon,3.56,3352,https://goodreads.com/book/show/5577995-silver-phoenix
,,,,,
Shaped Notes: How Ordinary People with Extraordinary Gifts Influenced My Life and Career,Larnelle Harris,https://www.goodreads.com/author/show/1232835.Larnelle_Harris,4.27,11,https://goodreads.com/book/show/37933149-shaped-notes
,,,,,
Water by the Spoonful,Quiara Alegría Hudes,https://www.goodreads.com/author/show/1083742.Quiara_Alegr_a_Hudes,4.07,1125,https://goodreads.com/book/show/15719527-water-by-the-spoonful
,,,,,
The Toughest Indian In The World,Sherman Alexie,https://www.goodreads.com/author/show/4174.Sherman_Alexie,4.07,6565,https://goodreads.com/book/show/1770404.The_Toughest_Indian_In_The_World
,,,,,
"Courage to Soar: A Body in Motion, A Life in Balance",Simone Biles,https://www.goodreads.com/author/show/15730482.Simone_Biles,4.22,2676,https://goodreads.com/book/show/32873351-courage-to-soar
,,,,,
Sealed with a Kiss,Gwynne Forster,https://www.goodreads.com/author/show/2517.Gwynne_Forster,4.07,68,https://goodreads.com/book/show/3377271-sealed-with-a-kiss
,,,,,
Radiance from the Waters: Ideals of Feminine Beauty in Mende Art,Sylvia Ardyn Boone,https://www.goodreads.com/author/show/441593.Sylvia_Ardyn_Boone,4.7,10,https://goodreads.com/book/show/2000905.Radiance_from_the_Waters
,,,,,
"I'm Telling the Truth, but I'm Lying: Essays",Bassey Ikpi,https://www.goodreads.com/author/show/18241964.Bassey_Ikpi,4.32,1675,https://goodreads.com/book/show/40222541-i-m-telling-the-truth-but-i-m-lying
,,,,,
Sula,Toni Morrison,https://www.goodreads.com/author/show/3534.Toni_Morrison,3.94,59221,https://goodreads.com/book/show/11352.Sula
,,,,,
One Thousand and One Nights,Hanan Al-Shaykh,https://www.goodreads.com/author/show/54856.Hanan_Al_Shaykh,3.79,2422,https://goodreads.com/book/show/12390897-one-thousand-and-one-nights
,,,,,
Why I Stand: From Freedom to the Killing Fields of Socialism,Burgess Owens,https://www.goodreads.com/author/show/6505760.Burgess_Owens,4.24,21,https://goodreads.com/book/show/40203153-why-i-stand
,,,,,
Wade in the Water: Poems,Tracy K. Smith,https://www.goodreads.com/author/show/255167.Tracy_K_Smith,4.12,2000,https://goodreads.com/book/show/35438018-wade-in-the-water
,,,,,
Outliers: The Story of Success,Malcolm Gladwell,https://www.goodreads.com/author/show/1439.Malcolm_Gladwell,4.16,524467,https://goodreads.com/book/show/3228917-outliers
,,,,,
Secret Daughter,Shilpi Somaya Gowda,https://www.goodreads.com/author/show/3090079.Shilpi_Somaya_Gowda,3.98,68163,https://goodreads.com/book/show/7882804-secret-daughter
,,,,,
Native Speaker,Chang-rae Lee,https://www.goodreads.com/author/show/21050.Chang_rae_Lee,3.72,6365,https://goodreads.com/book/show/298664.Native_Speaker
,,,,,
"Genesis (Memory of Fire, #1)",Eduardo Galeano,https://www.goodreads.com/author/show/5822041.Eduardo_Galeano,4.33,1728,https://goodreads.com/book/show/264891.Genesis
,,,,,
Born a Crime: Stories From a South African Childhood,Trevor Noah,https://www.goodreads.com/author/show/15149526.Trevor_Noah,4.46,332022,https://goodreads.com/book/show/29780253-born-a-crime
,,,,,
