nonperson,author,authorOfColor-manual,auto find,checkedRandomly,,
0,Vera B Williams,0,n,0,,
0,Veronica Roth,0,n,0,,
0,Vicki Lansky,0,n,0,,
0,Vince Lombardi,0,n,0,,
0,Virginia Henley,0,n,0,,
0,Virginia Reynolds,0,n,0,,
0,W. P. Kinsella,0,n,0,,
0,W.E.B. Griffin,0,n,0,,
0,Waldock,0,n,0,,
0,Wallace Stegner,0,n,0,,
0,Wally Lamb,0,n,0,,
0,Walter Farley,0,n,0,,
0,Walter M. Miller Jr.,0,n,0,,
0,Walter Wick,0,n,0,,
0,Ward Just,0,n,0,,
0,Watson-Guptill,0,n,0,,
0,Watty Piper,0,n,0,,
0,Wendy R. Sherman,0,n,0,,
0,Wilbur Smith,0,n,0,,
0,William Joyce,0,n,0,,
0,William L. Ury,0,n,0,,
0,William Manchester,0,n,0,,
0,William P. Young,0,n,0,,
0,William Sears,0,n,0,,
0,Yanik Silver,0,n,0,,
0,Yann Martel,0,n,0,,
0,Zane Grey,0,n,0,,
0,Adam Silvera,1,y,1,,
0,Amy Tan,1,y,1,,
0,Edwidge Danticat,1,y,0,,
0,Isabel Allende,1,y,0,,
0,Ishmael Beah,1,y,0,,
0,Jhumpa Lahiri,1,y,0,,
0,Laurence Yep,1,y,0,,
0,Nicole Krauss,1,y,0,,
0,Roxane Gay,1,y,0,,
0,Sherman Alexie,1,y,0,,
0,Yaa Gyasi,1,y,0,,
0,Adriana Trigiani,0,n,1,,
0,Alan Furst,0,n,1,,
0,Alexander McCall Smith,0,n,1,,
0,Anne Wilson,0,n,1,,
0,Anthony Horowitz,0,n,1,,
0,Barbara Kingsolver,0,n,1,,
0,Barbara Taylor Bradford,0,n,1,,
0,Beverly Cleary,0,n,1,,
0,Bill Bryson,0,n,1,,
0,C. S. Lewis,0,n,1,,
0,Carolyn Hart,0,n,1,,
0,Charles M. Schulz,0,n,1,,
0,Christopher Paolini,0,n,1,,
0,Clive Cussler,0,n,1,,
0,Dan Brown,0,n,1,,
0,Danielle Steel,0,n,1,,
0,David E. Brown,0,n,1,,
0,Dean Koontz,0,n,1,,
0,Diane Mott Davidson,0,n,0,,
0,Dick Francis,0,n,0,,
0,Disney Book Group,0,n,0,,
0,Eric Carle,0,n,0,,
0,Ernest Hemingway,0,n,0,,
0,Frank Asch,0,n,0,,
0,Frank Beddor,0,n,0,,
0,Frank Herbert,0,n,0,,
0,Geronimo Stilton,0,n,0,,
0,Harlan Coben,0,n,0,,
0,Hugh Lofting,0,n,0,,
0,Isaac Asimov,0,n,0,,
0,J. A. Jance,0,n,0,,
0,James A. Michener,0,n,0,,
0,James Bastien,0,n,0,,
0,James Dean,0,n,0,,
0,James Kochalka,0,n,0,,
0,James Patterson,0,n,0,,
0,Jane Green,0,n,0,,
0,Janet Evanovich,0,n,0,,
0,Jeff Smith,0,n,0,,
0,Jeffery Deaver,0,n,0,,
0,Jodi Picoult,0,n,0,,
0,John Grisham,0,n,0,,
0,John Marco,0,n,0,,
0,Jonathan Kellerman,0,n,0,,
0,Judy Blume,0,n,0,,
0,Kathleen Grissom,0,n,0,,
0,Kathy Reichs,0,n,0,,
0,Koneman,0,n,0,,
0,L. E. Modesitt Jr.,0,n,0,,
0,Laura Numeroff,0,n,0,,
0,Laurie R. King,0,n,0,,
0,Linda Fairstein,0,n,0,,
0,Louis L'Amour,0,n,0,,
0,Luanne Rice,0,n,0,,
0,Maharishi Sadasiva Isham,0,n,0,,
0,Marguerite Henry,0,n,0,,
0,Mary Daheim,0,n,0,,
0,Mary Higgins Clark,0,n,0,,
0,Mary Pope Osborne,0,n,0,,
0,Master Hsuan Hua,1,n,0,,
0,Michael Crichton,0,n,0,,
0,null,0,n,0,,
0,Orson Scott Card,0,n,0,,
0,Patricia Cornwell,0,n,0,,
0,Penny Simkin,0,n,0,,
0,Peter Robinson,0,n,0,,
0,R. Garcia y Robertson,0,n,0,,
0,Rachel Renée Russell,1,n,0,,
0,Rick Riordan,0,n,0,,
0,Ridley Pearson,0,n,0,,
0,Robert Graves,0,n,0,,
0,Robin Cook,0,n,0,,
0,Robyn Carr,0,n,0,,
0,Ross Macdonald,0,n,0,,
0,Sandra Boynton,0,n,0,,
0,Scott Foresman,0,n,0,,
0,Sidney Sheldon,0,n,0,,
0,Stephen King,0,n,0,,
0,Stieg Larsson,0,n,0,,
0,Stuart Shotwell,0,n,0,,
0,Susan Mallery,0,n,0,,
0,Suzy Kline,0,n,0,,
0,Tess Gerritsen,1,n,0,,
0,Tom Clancy,0,n,0,,
0,W. Somerset Maugham,0,n,0,,
0,Wendy Mass,0,n,0,,
