Cataloger,Book ID,Title,Count,Date,Neighborhood,Collections,Fiction or Nonfiction,Age Group,Category1,Category2,Dewey Wording,Subjects,Dewey Decimal,Summary,Languages,Original Languages,LC Classification,ISBN,Sort Character,Primary Author,Primary Author Role,Secondary Author,Secondary Author Role,Publication,Review,Rating,Comment,Private Comment,Media,Physical Description,Weight,Height,Thickness,Length,Dimensions,Page Count,LCCN,Acquired,Date Started,Date Read,Barcode,BCID,Tags,ISBNs,Other Call Number,Copies,Source,Entry Date,From Where,OCLC,Work id,Lending Patron,Lending Status,Lending Start,Lending End
H,168221637,God and Mr. Gomez,1,1974,Columbia City,Cc2,Nonfiction,Adult,Biography/Autobiography/Memoir,Null,"Biography and History > Lower California and islands > Mexico, Central America, And The Caribbean > North America [humor]","Baja California (Mexico : State) > Description and travel|Smith, Jack, 1916-1996",972.2,God and Mr. Gomez by Jack Clifford Smith (1974),English,English,F1246 .G59,[0883490390],5,"Griffin, David Ray",Author,,,"Interlink Pub Group (2004), Edition: 1st, 214 pages",,,,,Paperback,214 p.; 5.86 inches,0.83 pounds,5.86 inches,9.12 inches,0.73 inches,5.86 x 0.73 x 9.12 inches,214 ,,,,,,,,"[1566565529, 9781566565523]",,1,amazon.com books,2019-05-05,,,191767,,,,
H,168634879,A WOMAN IN CHARGE: The Life of Hillary Rodham Clinton,1,2008,Central District,CD3,Nonfiction,Adult,Biography/Autobiography/Memoir,Null,Biography > Biography And History > North America > Political Science  > Social Sciences > The legislative process > United States,"Clinton, Hillary Rodham|Legislators > United States > Biography|Presidential candidates > United States > Biography|Presidents' spouses > United States > Biography|Presidents\' spouses > United States > Biography|United States. Congress. Senate > Biography|Women legislators > United States > Biography|Women presidential candidates > United States > Biography",328.73092,A WOMAN IN CHARGE: The Life of Hillary Rodham Clinton by Carl Bernstein (2008),English,English,E887 .C55,[9780307388551],1,"Noble, John",Author,,,"Lonely Planet Publications (2002), Edition: 8th, 1040 pages",,,,,Paperback,1040 p.; 7.76 inches,1.77 pounds,7.76 inches,1.63 inches,5.1 inches,7.76 x 5.1 x 1.63 inches,1040 ,,,,,,,,"[1740590287, 9781740590280]",,1,amazon.com books,2019-05-05,,,110212,,,,
H,168634882,At the Center of the Storm: My Years at the CIA,1,2007,Central District,CD3,Nonfiction,Adult,Biography/Autobiography/Memoir,Null,Espionage and subversion > Foreign policy and specific topics in international relations > International Relations > North America > Political Science  > Social Sciences > United States,"Intelligence officers > United States > Biography|Intelligence service > United States|Tenet, George J., 1953-|Tenet, George, 1953-|United States > Foreign relations > 1993-2001|United States > Foreign relations > 2001-|United States. Central Intelligence Agency > Officials and employees > Biography",327.1273009,At the Center of the Storm: My Years at the CIA by George Tenet (2007),English,English,JK468 .I6,[0061147788],3,The Chicago Press,Author,,,"University of Chicago Press (1969), Edition: 12th Revised edition, 556 pages",,,,,Hardcover,556 p.; 9.13 inches,1.98 pounds,9.13 inches,1.57 inches,6.14 inches,9.13 x 6.14 x 1.57 inches,556 ,,,,,,,,"[0226770087, 9780226770086]",,1,amazon.com,2019-05-05,,,7335,,,,
H,168636471,Rough Clay: An Autobiography,1,2007,Central District,CD5,Nonfiction,Adult,Biography/Autobiography/Memoir,Null,,,,Rough Clay: An Autobiography by Huvell Edwards (2007),,,,[0615139035],1,"Dekker, Ted",Author,,,"Center Street (2011), Edition: Reprint, 432 pages",,,,,Paperback,432 p.; 4.25 inches,0.45 pounds,4.25 inches,6.88 inches,1.25 inches,4.25 x 1.25 x 6.88 inches,432 ,,,,,,,,"[1599953137, 9781599953137]",,1,amazon.com books,2019-05-05,,,3768403,,,,
H,168636774,"Not for the Faint of Heart: Lessons in Courage, Power, and Persistence",1,2018,Central District,CD6,Nonfiction,Adult,Biography/Autobiography/Memoir,Null,,,,"Not for the Faint of Heart: Lessons in Courage, Power, and Persistence by Wendy R. Sherman (2018)",English,English,,[9781568588162],1,"Margolin, Phillip",Author,,,"Bantam (1994), 416 pages",,,,,Paperback,416 p.; 4.19 inches,0.55 pounds,4.19 inches,6.88 inches,1.05 inches,4.19 x 1.05 x 6.88 inches,416 ,,,,,,,,"[0553569031, 9780553569032]",,1,amazon.com books,2019-05-05,,,56581,,,,
H,168004986,A Three Dog Life: A Memoir,1,2006,Northgate,Northgate2,Nonfiction,Adult,Biography/Autobiography/Memoir,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,"Authors, American > 20th century > Biography|Authors, American > Biography|Thomas, Abigail",813.54,A Three Dog Life: A Memoir by Abigail Thomas (2006),English,English,PS3570 .H53,[0151012113],1,Matthew Budoff,Author,,,"Impakt Health (2003), 108 pages",,,,,Paperback,108 p.; 8.1 inches,0.3 pounds,8.1 inches,0.5 inches,5.3 inches,8.1 x 5.3 x 0.5 inches,108 ,,,,,,,,"[1890694398, 9781890694395]",,1,amazon.com books,2019-05-05,,,4807135,,,,
H,168006913,Lucky Man: A Memoir,1,2002,Northgate,Northgate3,Nonfiction,Adult,Biography/Autobiography/Memoir,Null,"Acting and performance > Actors > Amusements and Recreation > Arts and Recreation > Film > Film, Radio, And Television  > Public Entertainments, TV, Movies > Techniques, procedures, apparatus...","Actors > Canada > Biography|Actors > United States > Biography|Fox, Michael J., 1961-|Parkinson's disease > Patients > Biography",791.4302809,Lucky Man: A Memoir by Michael J. Fox (2002),English,English,PN2308 .F69,[0786867647],1,"Piercy, Marge",Author,,,"Fawcett (1985), Edition: Reissue, 384 pages",,,,,Paperback,384 p.; 4.17 inches,0.43 pounds,4.17 inches,6.89 inches,1 inch,4.17 x 1 x 6.89 inches,384 ,,,,,,,,"[0449210820, 9780449210826]",,1,amazon.com all media,2019-05-05,,,28631,,,,
A,168077671,The Kids in the Hall: One Dumb Guy,1,2018,Northgate,Northgate5,Nonfiction,Adult,Biography/Autobiography/Memoir,Null,,,,The Kids in the Hall: One Dumb Guy by Paul Myers (2018),English,English,,[1487001835],1,"Puig, Manuel",Author,,,"Vintage (1986), Edition: 3rd Printing, 236 pages",,,,,Paperback,236 p.; 7.9 inches,0.55 pounds,7.9 inches,0.4 inches,5.2 inches,7.9 x 5.2 x 0.4 inches,236 ,,,,,,,,"[0394746643, 9780394746647]",,1,amazon.com all media,2019-04-22,,,204388,,,,
A,168458054,Vanishing Cornwall,1,1967,Phinney-Green,Phinney-Green1,Nonfiction,Adult,Biography/Autobiography/Memoir,Null,"Biography and History > England, Wales > Europe > Geography, Voyages And Travel > South West England","Cornwall (England : County) > Description and travel|Cornwall (England) > History|Du Maurier, Daphne, Dame, 1907- > Homes and haunts > England > Cornwall (County)",914.23,Vanishing Cornwall by Daphne Du Maurier (1967),English,English,DA670 .C8,[0575002832],1,"Goldhill, Simon",Author,,,"Cambridge University Press (1986), 316 pages",,,,,Paperback,316 p.; 5.98 inches,1.05 pounds,5.98 inches,9.02 inches,0.71 inches,5.98 x 0.71 x 9.02 inches,316 ,,,,,,,,"[0521315794, 9780521315791]",,1,amazon.com books,2019-04-22,,,44865,,,,
A,168458060,A World Lit Only by Fire: The Medieval Mind and the Renaissance: Portrait of an Age,1,1993,Phinney-Green,Phinney-Green1,Nonfiction,Adult,Biography/Autobiography/Memoir,Null,Biography and History > Early Modern 1453-1914 > Europe > Europe > Renaissance period 1453-1517,"Learning and scholarship > History|Learning and scholarship > History > Medieval, 500-1500|Middle Ages|Renaissance",940.21,A World Lit Only by Fire: The Medieval Mind and the Renaissance: Portrait of an Age by William Manchester (1993),English,English,CB369 .M36,[0316545562],5,"Kadare, Ismail",Author,,,"Arcade Publishing (1998), Edition: First Edition, 192 pages",,,,,Hardcover,192 p.; 5.75 inches,0.42 pounds,5.75 inches,8.5 inches,0.88 inches,5.75 x 0.88 x 8.5 inches,192 ,,,,,,,,"[1559704012, 9781559704014]",,1,amazon.com books,2019-04-22,,,449666,,,,
A,168458087,"Between Silk and Cyanide: A Codemaker's War, 1941-1945",1,1999,Phinney-Green,Phinney-Green1,Nonfiction,Adult,Biography/Autobiography/Memoir,Null,1918-1945 > Biography and History > Europe > Europe > Military History Of World War II,"Cryptographers > Great Britain > Biography|Marks, Leo|World War, 1939-1945 > Cryptography|World War, 1939-1945 > Great Britain. > Secret Service|World War, 1939-1945 > Great Britain. > Secret service|World War, 1939-1945 > Personal narratives, British|World War, 1939-1945 > Secret Service > Great Britain|World War, 1939-1945 > Secret service > Great Britain",940.548641,"Between Silk and Cyanide: A Codemaker's War, 1941-1945 by Leo Marks (1999)",English,English,D810 .C88,[0684864223],1,"Chang, Ch?ng-chi",,,,"New Hyde Park, N.Y., University Books [1963]",,,,,Paper Book,128 p.; 24 cm,,24 cm,,,24 cm,128 ,62022082,,,,,,,,,1,Library of Congress,2019-04-22,,,1954228,,,,
A,168459149,The Obamas,1,2012,Phinney-Green,Phinney-Green3,Nonfiction,Adult,Biography/Autobiography/Memoir,Null,Barack Obama > Biography and History > Bush Administration And Beyond > North America > Roosevelt Administration And Beyond > United States,,973.932092,The Obamas by Jodi Kantor (2012),English,English,E908 .K36,[0316098752],1,"Kephart, Beth",Author,,,"Atheneum/Caitlyn Dlouhy Books (2018), 336 pages",,,,,Hardcover,336 p.; 5.5 inches,1.12 pounds,5.5 inches,8.25 inches,1.1 inches,5.5 x 1.1 x 8.25 inches,336 ,,,,,,,,"[1481491539, 9781481491532]",,1,amazon.com books,2019-04-22,,,21813503,,,,
A,167757841,"Molly's Game [Movie Tie-in]: The True Story of the 26-Year-Old Woman Behind the Most Exclusive, High-Stakes Underground Poker Game in the World",1,2017,Queen Anne,Queen Anne 1,Nonfiction,Adult,Biography/Autobiography/Memoir,Null,Amusements and Recreation > Arts and Recreation > Biography > Biography And History > Card Games > Games Of Chance > Poker,,795.412092,"Molly's Game [Movie Tie-in]: The True Story of the 26-Year-Old Woman Behind the Most Exclusive, High-Stakes Underground Poker Game in the World by Molly Bloom (2017)",English,English,,[006283858X],5,"Hemingway, Ernest",Author,,,"Scribner (1954), Edition: Binding Thread Showing, 247 pages",,,,,Hardcover,247 p.,0.9 pounds,,,,,247 ,,,,,,,,,,1,amazon.com books,2019-04-22,,,23107,,,,
A,167760626,It's All In The Playing,1,1988,Queen Anne,Queen Anne 3,Nonfiction,Adult,Biography/Autobiography/Memoir,Null,Biography > Biography > Biography and History,"Entertainers > United States > Biography|Large Type Books|Large type books|MacLaine, Shirley, 1934-|Spiritualists > United States > Biography",920,It's All In The Playing by Shirley MacLaine (1988),English,English,PN2287 .M18,[0553272993],5,"Henderson, Bill",Editor,,,Avon Books (P) (1985),,,,,Paperback,7.8 inches,1.25 pounds,7.8 inches,1.5 inches,5.2 inches,7.8 x 5.2 x 1.5 inches,,,,,,,,,"[038069915X, 9780380699155]",,1,amazon.com,2019-04-20,,,15377413,,,,
A,167762861,A Long Way Home: A Memoir,1,2015,Queen Anne,Queen Anne 4,Nonfiction,Adult,Biography/Autobiography/Memoir,Null,"Biography And History > Culture and Institutions > Experiences of Family Caregivers > Marriage and Parenting > Pacific > Parenting > Social Sciences > Social Sciences, Sociology, Anthropology",,306.8740994,A Long Way Home: A Memoir by Saroo Brierley (2015),English,English,CT2808 .B67,[9780425276198],1,"Jack, Donald",Author,,,"McClelland & Stewart (2002), 304 pages",,,,,Paperback,304 p.; 5.5 inches,,5.5 inches,8.5 inches,0.81 inches,5.5 x 0.81 x 8.5 inches,304 ,,,,,,,,"[0771043821, 9780771043826]",,1,amazon.com,2019-05-05,,,246162,,,,
A,167764990,I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away,1,2000,Queen Anne,Queen Anne 5,Nonfiction,Adult,Biography/Autobiography/Memoir,Null,Biography and History > Eisenhower Through Clinton Administrations > North America > Roosevelt Administration And Beyond > United States,"Bryson, Bill|Bryson, Bill > Anecdotes|Bryson, Bill, 1951-|United States > Anecdotes|United States > Anecdotes. > 1971-|United States > Civilization > 1970-|United States > Description and travel > Anecdotes|United States > Humor|United States > Social life and customs > 1971-|United States > Social life and customs > 1971- > Anecdotes|ƒtats-Unis > Moeurs et coutumes > 1971- > Anecdotes",973.92,I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away by Bill Bryson (2000),English,English,E169 .Z82,[076790382X],1,"Du Maurier, Daphne",Author,,,"Littlehampton Book Services Ltd (1967), 222 pages",,,,,Hardcover,210 p.; 9.29 inches,1.32 pounds,9.29 inches,0.94 inches,6.38 inches,9.29 x 6.38 x 0.94 inches,210 ,,,,,,,,"[0575002832, 9780575002838]",,1,amazon.com,2019-05-05,,,21401,,,,
A,168422191,The Glass Castle: A Memoir,1,2017,Sandy Point,Sandy Point 1,Nonfiction,Adult,Biography/Autobiography/Memoir,Null,Families > Problems of and services to other groups > Social Sciences > Social problems and services; associations > Social welfare problems & services,"Children of alcoholics > United States > Biography|Children of alcoholics > Welch > Biography|Children of alcoholics > West Virginia > Welch > Biography|Homeless persons > Family relationships > New York (State) > New York|Homeless persons > New York (State) > New York > Family relationships|Homeless persons > New York. > Family relationships|Poor > Welch > Biography|Poor > West Virginia > Welch > Biography|Problem families > United States > Case studies|Problem families > Welch > Case studies|Problem families > West Virginia > Welch > Case studies|Walls, Jeannette",362.82092,The Glass Castle: A Memoir by Jeannette Walls (2017),English,English,HV5132 .W35,[1501171585],1,"Parks, Richard",Author,,,"Falcon (1998), Edition: 1st, 208 pages",,,,,Paperback,208 p.; 9.01 inches,,9.01 inches,0.58 inches,6.01 inches,9.01 x 6.01 x 0.58 inches,208 ,,,,,,,,"[1560446250, 9781560446255]",,1,amazon.com books,2019-05-05,,,2834596,,,,
A,168426765,Me Talk Pretty One Day,1,2001,Sandy Point,Sandy Point 4,Nonfiction,Adult,Biography/Autobiography/Memoir,Null,1950-1999 > 20th Century > American And Canadian > Essays > Literature,Americans > France > Paris > Humor|Americans > Paris > Humor|Audiobooks|Audiocassettes|Large Type Books|Large type books|Paris (France) > Humor,814.54,Me Talk Pretty One Day by David Sedaris (2001),English,English,PS3569 .E314,[9780316776967],1,"Grossbach, Robert",Author,,,"Warner Books (1980), Edition: First Edition",,,,,Paperback,7 inches,0.35 pounds,7 inches,0.6 inches,4 inches,7 x 4 x 0.6 inches,,,,,,,,,"[044692279X, 9780446922791]",,1,amazon.com,2019-05-05,,,1017814,,,,
A,168434026,"Thunder Dog: The True Story of a Blind Man, His Guide Dog, and the Triumph of Trust",1,2012,Sandy Point,Sandy Point 5,Nonfiction,Adult,Biography/Autobiography/Memoir,Null,Biography and History > New York > New York (city) > North America > Northeastern U.S.,,974.7104409,"Thunder Dog: The True Story of a Blind Man, His Guide Dog, and the Triumph of Trust by Michael Hingson (2012)",English,English,HV6432.7 .H54,[9781400204724],1,"Coben, Harlan",Author,,,"Dutton (2014), Edition: Reissue, 464 pages",,,,,Paperback,464 p.; 4.25 inches,0.55 pounds,4.25 inches,7.56 inches,0.94 inches,4.25 x 0.94 x 7.56 inches,464 ,,,,,,,,"[9780451414113, 045141411X]",,1,amazon.com books,2019-05-05,,,13043318,,,,
A,168433909,Paul Revere: Boston Patriot (Childhood of Famous Americans),1,1986,Sandy Point,Sandy Point 5,Nonfiction,Young Adult,Biography/Autobiography/Memoir,Null,Biography and History > Campaigns of 1775 > Lexington and Concord (19 April) > North America > Operations > Revolution and confederation (1775-89) > United States,"Massachusetts > Biography > Juvenile literature|Massachusetts > Juvenile literature|Revere, Paul, 1735-1818|Revere, Paul, 1735-1818 > Childhood and youth > Juvenile literature|Revere, Paul, 1735-1818 > Fiction|Revere, Paul, 1735-1818 > Juvenile fiction|Statesmen > Massachusetts > Biography > Juvenile literature|Statesmen > Massachusetts > Juvenile literature|United States > Biography. > Revolution, 1775-1783|United States > History > Revolution, 1775-1783 > Biography",973.3311092,Paul Revere: Boston Patriot (Childhood of Famous Americans) by Augusta Stevenson (1986),English,English,F69 .R43,[9780020420903],1,"Keyes, Marian",Author,,,"Penguin UK (2009), Edition: First Thus, 500 pages",,,,,Paperback,500 p.; 4.25 inches,,4.25 inches,7 inches,2 inches,4.25 x 2 x 7 inches,500 ,,,,,,,,"[0141039698, 9780141039695]",,1,amazon.com,2019-05-05,,,4406573,,,,
H,168006757,Skin of Glass: Finding Spirit in the Flesh,1,2008,Northgate,Northgate3,Nonfiction,Adult,Biography/Autobiography/Memoir,Religion,,,,Skin of Glass: Finding Spirit in the Flesh by Dunya Dianne McPherson (2008),English,,,[0980198607],1,"Gores, Joe",Author,,,"Mysterious Pr (1992), 208 pages",,,,,Paper Book,208 p.; 4.5 inches,0.25 pounds,4.5 inches,6.75 inches,0.5 inches,4.5 x 0.5 x 6.75 inches,208 ,,,,,,,,"[0446403121, 9780446403122]",,1,amazon.com,2019-05-05,,,303210,,,,
H,168225658,Transmaterial: A Catalog of Materials That Redefine our Physical Environment,1,2006,Columbia City,Cc 4,Nonfiction,Adult,Business/Technology,Null,"Engineering > Engineering, contracts > Materials Science > Technology",Materials > Catalogs|Materials > Technological innovations [technical],620.11,Transmaterial: A Catalog of Materials That Redefine our Physical Environment by Blaine Brownell (2006),English,English,TA403.6 .T15,[1568985630],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168225811,New Uses for Old Buildings,1,1950,Columbia City,Cc 4,Nonfiction,Adult,Business/Technology,Null,Building > Building > Technology [technical],,690,New Uses for Old Buildings by Watson-Guptill (1950),English,English,TH3401 .C35,[0823073904],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168634545,Behind the Cloud: The Untold Story of How Salesforce.com Went from Idea to Billion-Dollar Company-and Revolutionized an Industry,1,2009,Central District,CD2,Nonfiction,Adult,Business/Technology,Null,Business > Management > Of Marketing > Technology,,658.8,Behind the Cloud: The Untold Story of How Salesforce.com Went from Idea to Billion-Dollar Company-and Revolutionized an Industry by Marc Benioff (2009),English,English,HF5415.5 .B443,[9780470521168],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168006714,Evolved Enterprise by Yanik Silver (2015-05-04),1,2015,Northgate,Northgate1,Nonfiction,Adult,Business/Technology,Null,,,,Evolved Enterprise by Yanik Silver (2015-05-04) by Yanik Silver (2015),,,,[1619613484],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168006705,Go pro: 7 pasos para convertirse en un profesional del mercadeo en red,1,2013,Northgate,Northgate1,Nonfiction,Adult,Business/Technology,Null,Business > Management > Of Marketing > Technology,,658.872,Go pro: 7 pasos para convertirse en un profesional del mercadeo en red by Eric Worre (2013),Spanish,English,,[0988667940],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168634949,Moneymakers: Good Cents for Girls (American Girl Library),1,1998,Central District,CD3,Nonfiction,Young Adult,Business/Technology,Self Help/Medical,Business > Management > Technology,,658.041,Moneymakers: Good Cents for Girls (American Girl Library) by Ingrid Roper (1998),English,English,HF5392 .R66,[1562476688],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168080703,The Sun Also Rises,1,1954,Northgate,Northgate5,Fiction,Adult,Classics,Novel,1900-1944 > 20th Century > American And Canadian > Fiction > Literature,"American literature > History and criticism|Americans > France > Fiction|Americans > Spain > Fiction|Ashley, Brett (Fictitious character) > Fiction|Expatriation > Fiction|Hemingway, Ernest, 1899-1961 > Manuscripts > Facsimiles|Hemingway, Ernest, 1899-1961. Sun also rises|Historical Fiction|Historical fiction|Lobby cards|Manuscripts, American > Facsimiles|Motion picture posters|Prints|Spain > Fiction. > Alfonso XIII, 1886-1931|Spain > Fiction. > Alfonso XIII, 1886-1941|Spain > History > Alfonso XIII, 1886-1931 > Fiction|historical fiction",813.52,The Sun Also Rises by Ernest Hemingway (1954),English,English,PS3515 .E37,,1,"Martel, Yann",Author,,,"Mariner Books (2012), 319 pages",,,,,Paperback,319 p.; 5.25 inches,0.7 pounds,5.25 inches,8 inches,0.75 inches,5.25 x 0.75 x 8 inches,319 ,,,,,,,,"[9780547848419, 0547848412]",,1,amazon.com,2019-05-05,,,5197633,,,,
A,167763044,El Zarco (Spanish Edition),1,2009,Queen Anne,Queen Anne 4,Fiction,Adult,Classics,Novel,American And Canadian > Fiction > Literature,,813,El Zarco (Spanish Edition) by Ignacio Manuel Altamirano (2009),Spanish,Spanish,PQ7297 .A6,[9707830344],1,"Sheldon, Sidney",Author,,,"Grand Central Publishing (1991), Edition: 1st, 416 pages",,,,,Paperback,416 p.; 4.25 inches,0.45 pounds,4.25 inches,6.75 inches,1.25 inches,4.25 x 1.25 x 6.75 inches,416 ,,,,,,,,"[0446354678, 9780446354677]",,1,amazon.com all media,2019-05-05,,,10251,,,,
A,167764903,CliffsNotes on Steinbeck's The Grapes of Wrath (Cliffsnotes Literature Guides),1,2000,Queen Anne,Queen Anne 5,Fiction,Adult,Classics,Null,1900-1944 > 20th Century > American And Canadian > Fiction > Literature,,813.52,CliffsNotes on Steinbeck's The Grapes of Wrath (Cliffsnotes Literature Guides) by Kelly M Vlcek (2000),English,English,PS3537 .T3234,[0764585967],1,"Vidal, Oriol",Illustrator,,,Usborne Books (2013),,,,,Paperback,10.6 inches,0.4 pounds,10.6 inches,0.2 inches,8.3 inches,10.6 x 8.3 x 0.2 inches,,,,,,,,,"[079452947X, 9780794529475]",,1,amazon.com books,2019-05-05,,,22458643,,,,
A,168422760,Sense and Sensibility (Penguin Classics),1,2003,Sandy Point,Sandy Point 2,Fiction,Adult,Classics,Null,Early 19th century 1800-37 > English > Fiction > Literature,"Austen, Jane, 1775-1817. Sense and sensibility|Domestic Fiction|Domestic fiction|England > Fiction|England > Fiction. > 19th century|England > Social life and customs > 18th century > Fiction|England > Social life and customs > 19th century > Fiction|England > fiction|Great Britain > Social life and customs > 19th century > Fiction|Inheritance and succession > Fiction|Love Stories|Love stories|Mate selection > Fiction|SIsters > Fiction|Sisters > Fiction|Social classes > Fiction|Young women > England > Fiction|Young women > Fiction",823.7,Sense and Sensibility (Penguin Classics) by Jane Austen (2003),English,English,PR4034 .S4,[0141439661],1,"Weeks, Stephanie",Author,,,"CreateSpace Independent Publishing Platform (2016), 66 pages",,,,,Paperback,66 p.; 6 inches,,6 inches,9 inches,0.15 inches,6 x 0.15 x 9 inches,66 ,,,,,,,,"[1539986268, 9781539986263]",,1,amazon.com books,2019-05-05,,,23211727,,,,
H,168312186,The Epic of Gilgamesh,1,1960,Columbia City,Cc3,Fiction,Adult,Classics,Poetry,"Akkadia, Babylon, Mesopotamia, and Sumer > Literature > Middle Eastern > Other Languages","English poetry > Translations from Sumerian|Epic poetry in Sumerian English texts|Epic poetry, Assyro-Babylonian > Translations into English|Epic poetry, Sumerian|Epic poetry, Sumerian > Translations into English|Sumerian poetry > Translations into English",892.1,The Epic of Gilgamesh by Anonymous (1960),English,Akkadian,PJ3771 .G5,[014044100X],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,167762915,Ramayana,1,1977,Queen Anne,Queen Anne 4,Fiction,Adult,Classics,Religion,"Islam, Babism, Bahai Faith > Moral Theology, Pillars of the Faith > Other Religions > Religion ",FALSE,297.5922,Ramayana by R. K. Narayan (1977),English,English,PR9499.3 .N3,[0140044280],1,"Lackey, Mercedes",Author,,,"Silhouette (2003), 384 pages",,,,,Paperback,384 p.; 4.19 inches,,4.19 inches,6.75 inches,1.03 inches,4.19 x 1.03 x 6.75 inches,384 ,,,,,,,,"[0373218338, 9780373218332]",,1,amazon.com,2019-05-05,,,148552,,,,
H,168227823,Home-Prepared Dog & Cat Diets: the Healthful Alternative,1,1999,Columbia City,Cc 5,Nonfiction,Adult,Cookery,Null,Agriculture & Animal Husbandry > Dogs > Domestic Animals > Technology,Cats > Diseases > Diet therapy|Cats > Food > Recipes|Cats > Nutrition|Dogs > Diseases > Diet therapy|Dogs > Food > Recipes|Dogs > Nutrition,636.70855,Home-Prepared Dog & Cat Diets: the Healthful Alternative by Donald R. Strombeck (1999),English,English,SF427.4 .S77,[0813821495],1,"Bradbury, Ray",Author,,,"Lane Pub. Co (1980), Edition: 3rd, 96 pages",,,,,Paperback,96 p.; 10.63 inches,0.71 pounds,10.63 inches,0.31 inches,8.11 inches,10.63 x 8.11 x 0.31 inches,96 ,,,,,,,,"[0376010541, 9780376010544]",,1,amazon.com,2019-05-05,,,759986,,,,
H,168221578,The Frugal Gourmet's Culinary Handbook: An Updated Version of an American Classic on Food and Cooking,1,1991,Columbia City,Cc2,Nonfiction,Adult,Cookery,Null,"Dictionaries And Encyclopedias > Food And Drink > Gastronomy, Epicurism  > Home Economics > Technology",,641.03,The Frugal Gourmet's Culinary Handbook: An Updated Version of an American Classic on Food and Cooking by Jeff Smith (1991),English,English,TX349 .F78,[0688090710],5,"Zarr, Sara",Author,,,"Little, Brown Books for Young Readers (2013), Edition: First Edition, 320 pages",,,,,Hardcover,320 p.; 6 inches,0.95 pounds,6 inches,8.75 inches,1.25 inches,6 x 1.25 x 8.75 inches,320 ,,,,,,,,"[9780316205016, 031620501X]",,1,amazon.com books,2019-05-05,,,12264325,,,,
H,168221595,The Frugal Gourmet Celebrates Christmas,1,1991,Columbia City,Cc2,Nonfiction,Adult,Cookery,Null,"Cooking > Cooking, Specialized Situations  > Food And Drink > Holidays, Special Occasions > Home Economics > Technology",Christmas|Christmas cookery|Frugal gourmet (Television program),641.568,The Frugal Gourmet Celebrates Christmas by Jeff Smith (1991),English,English,TX739.2 .C45,[0688091288],1,"Palmer, Bernard",Author,,,"Moody Press (1961), 64 pages",,,,,Paperback,64 p.,0.16 pounds,,,,,64 ,,,,,,,,,,1,amazon.com books,2019-05-05,,,23211757,,,,
H,168224256,Diane Warner's Big Book of Parties,1,1999,Columbia City,Cc3,Nonfiction,Adult,Cookery,Null,"Cooking (Entertaining, Parties) > Entertaining and Parties > Home Economics > Technology",,642.4,Diane Warner's Big Book of Parties by Diane Warner (1999),English,English,TX731 .W35,[1564143988],1,"Plain, Belva",Author,,,"Delacorte Press (1993), 331 pages",,,,,Hardcover,331 p.; 6.5 inches,1.35 pounds,6.5 inches,9.5 inches,1.25 inches,6.5 x 1.25 x 9.5 inches,331 ,,,,,,,,"[0385299281, 9780385299282]",,1,amazon.com books,2019-05-05,,,148998,,,,
A,168542097,Chocolate (Theobroma cacao): Uses and Recipes,1,1992,Northgate,Northgate4,Nonfiction,Adult,Cookery,Null,,,,Chocolate (Theobroma cacao): Uses and Recipes (1992),English,,,,1,"Ghent, Randall Howard",Author,,,"New Society Publishers (2006), Edition: UNABRIDGED VERSION, 128 pages",,,,,Paperback,128 p.; 5 inches,0.3 pounds,5 inches,7 inches,0.4 inches,5 x 0.4 x 7 inches,128 ,,,,,,,,"[0865715580, 9780865715585]",,1,amazon.com books,2019-05-05,,,2297265,,,,
A,168555307,The natural foods cookbook,1,1961,Phinney-Green,Phinney-Green3,Nonfiction,Adult,Cookery,Null,Cooking > Food And Drink > Home Economics > Technology,"Cooking, American",641.5,The natural foods cookbook by Beatrice Trum Hunter (1961),English,English,TX715.H899,,1,"Bell, Julian",Author,,,"Watson-Guptill (1999), Edition: First Edition, 144 pages",,,,,Hardcover,144 p.; 5.5 inches,,5.5 inches,7.25 inches,0.75 inches,5.5 x 0.75 x 7.25 inches,144 ,,,,,,,,"[0823009807, 9780823009800]",,1,amazon.com all media,2019-05-05,,,28818,,,,
A,167770173,"National Presto Cooker Recipe Book: Models 603, 604, and 606: Instructions Recipes Time Tables",1,1949,Queen Anne,Queen Anne 1,Nonfiction,Adult,Cookery,Null,,,,"National Presto Cooker Recipe Book: Models 603, 604, and 606: Instructions Recipes Time Tables by National Presto (1949)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
